Neighborhood,OverallQual,YearRemodAdd,BsmtExposure,GrLivArea,KitchenQual,FireplaceQu,GarageType,GarageFinish,GarageCars,SalePrice
12,5,29,4,1432,2,3,4,1,2,194000
21,7,0,1,1502,2,1,4,2,2,233170
15,8,2,3,1694,2,1,4,2,3,245350
13,6,6,1,1671,1,3,4,3,2,173000
4,6,22,1,2108,2,3,3,1,2,235000
22,10,10,4,3627,2,3,4,3,3,625000
9,6,31,3,1118,1,0,4,3,1,171000
8,6,50,1,1261,1,3,4,2,2,163000
18,7,1,1,1250,2,1,2,3,2,171900
17,5,13,1,3086,3,4,0,0,0,200500
16,6,56,1,2345,1,4,2,1,2,239000
22,8,7,1,2872,2,3,4,3,2,285000
9,5,23,1,923,1,1,4,1,1,119500
5,6,5,1,1224,1,1,2,1,1,115000
16,5,59,1,1343,1,4,2,1,1,154900
4,5,52,0,1124,1,4,0,0,0,93000
19,7,15,1,2514,1,1,4,3,2,250000
16,8,0,4,1652,2,4,4,3,2,392500
22,10,11,3,4476,3,3,4,3,3,745000
5,5,56,1,1130,1,4,2,1,2,120000
19,5,44,4,1572,1,3,1,2,3,186700
4,5,56,1,1221,1,1,4,1,1,104900
5,3,39,2,1699,1,1,1,1,2,95000
22,8,11,1,1624,2,2,4,2,3,262000
15,7,7,1,1660,2,1,4,2,2,195000
13,7,11,1,1804,2,3,4,3,2,189000
9,4,32,3,1622,1,3,1,3,4,168000
18,8,7,1,1441,2,1,2,1,2,174000
5,5,13,2,1472,2,1,2,1,1,125000
9,6,10,1,1224,1,1,4,3,2,165000
6,6,41,1,1352,1,1,4,3,1,158000
13,6,3,1,1456,2,1,4,3,2,176000
13,7,0,3,1863,2,4,5,3,3,219210
5,7,56,1,1690,1,4,2,1,1,144000
15,7,8,1,1212,2,1,4,2,2,178000
6,4,27,1,1382,1,0,4,1,2,148000
8,4,36,1,864,1,1,4,1,1,116050
15,7,11,3,1779,2,1,4,2,2,197900
3,5,12,1,1348,1,2,2,1,1,117000
15,7,8,1,1630,2,3,4,1,2,213000
11,5,31,1,1074,1,1,4,2,2,153500
10,7,18,2,2196,2,3,4,2,3,271900
10,4,40,1,1056,1,1,2,1,1,107000
15,6,3,3,1700,2,1,4,2,2,200000
8,5,28,1,1283,1,1,2,1,2,140000
18,8,0,2,1660,2,4,4,2,2,290000
10,6,18,1,1845,2,3,4,2,2,189000
13,8,5,3,1752,1,1,3,2,2,164000
4,4,59,1,672,1,1,4,1,1,113000
6,4,5,3,960,1,1,4,1,1,145000
8,5,44,3,999,1,1,4,1,1,134500
6,5,41,1,894,1,1,2,2,1,125000
6,6,32,0,1902,1,1,4,1,2,112000
18,8,0,2,1314,2,1,4,2,2,229456
3,4,56,0,912,1,1,0,0,0,80500
2,6,35,1,1218,1,1,0,0,0,91500
8,5,42,1,912,1,1,4,1,1,115000
6,5,40,1,1211,1,3,4,1,1,134000
8,6,57,2,1846,1,4,4,1,1,143000
8,5,55,1,2136,1,1,2,1,2,137900
13,7,3,3,1490,2,4,4,3,2,184000
8,6,49,3,1138,1,1,4,2,1,145000
18,6,1,2,1933,2,4,5,3,3,214000
8,5,0,1,912,2,1,2,1,2,147000
21,9,0,1,1702,3,4,4,3,3,367294
8,5,48,1,1507,1,1,3,1,1,127000
6,5,30,1,2620,1,3,5,2,2,190000
8,5,44,3,1190,1,1,4,1,2,132500
8,4,45,0,1224,1,1,1,1,2,101800
8,5,51,1,1188,1,1,4,2,2,142000
7,5,58,3,1964,1,1,0,0,0,130000
16,5,56,2,1784,1,1,2,1,1,138887
21,7,7,1,1626,2,1,5,2,2,175500
15,7,1,1,1948,2,4,5,3,2,195000
10,6,1,1,1141,1,1,2,1,2,142500
19,8,1,3,1484,3,4,4,2,2,265900
15,7,5,1,1768,2,1,4,2,2,224900
18,7,0,3,1689,2,1,4,2,3,248328
11,7,36,4,1173,2,3,4,2,2,170000
21,10,0,4,2076,3,4,4,3,3,465000
16,8,56,1,1517,2,4,2,1,2,230000
11,6,4,1,1868,1,3,5,3,2,178000
18,7,0,1,1553,2,1,4,2,2,186500
9,6,34,3,1034,1,1,4,1,3,169900
5,6,58,1,2058,1,4,2,1,2,129500
8,5,57,1,988,1,1,4,1,1,119000
8,7,42,1,2110,3,3,4,3,2,244000
21,7,3,1,1405,2,4,4,2,2,171750
9,5,41,1,874,1,1,4,2,1,130000
12,7,4,4,2167,2,4,4,2,2,294000
4,7,4,1,1656,2,4,5,3,2,165400
3,6,57,1,1367,1,4,2,1,1,127500
22,8,14,4,1987,2,3,4,3,2,301500
4,5,59,1,864,1,1,0,0,0,99900
13,7,3,4,1166,2,1,4,3,2,190000
8,6,39,1,1054,1,1,4,1,2,151000
13,6,10,1,1675,1,3,5,3,2,181000
8,5,53,1,1050,1,1,4,1,1,128900
17,4,20,3,1788,1,3,4,1,1,161500
3,6,57,1,1824,1,4,2,1,2,180500
8,6,9,1,1337,2,1,4,3,2,181000
18,7,7,1,1452,2,1,2,1,2,183900
5,7,57,1,1889,1,4,2,1,1,122000
19,9,1,4,2018,3,4,4,3,3,378500
16,8,11,2,3447,2,4,5,1,3,381000
8,5,49,1,1524,1,1,4,1,1,144000
17,7,31,4,1524,2,3,4,3,2,260000
11,6,41,1,1489,2,4,4,2,2,185750
6,5,41,1,935,1,1,4,1,1,137000
4,6,2,3,1357,3,4,3,2,1,177000
16,5,4,1,1250,1,4,2,1,2,139000
8,5,57,1,1920,1,1,2,1,2,137000
11,6,37,1,1395,1,3,4,1,2,162000
11,6,33,3,1724,1,4,4,2,2,197900
15,8,6,1,2031,2,4,4,2,2,237000
1,4,60,1,1128,1,1,2,2,2,68400
15,7,7,1,1573,2,1,4,2,2,227000
19,7,16,1,1339,1,3,4,3,2,180000
15,5,1,2,1040,2,1,2,1,2,150500
9,6,39,3,1824,1,1,0,0,0,139000
7,6,20,1,2447,2,4,2,1,1,169000
3,6,59,1,1412,1,4,2,1,1,132500
11,6,47,1,1328,1,4,4,1,2,143000
17,5,42,3,1582,1,1,4,1,2,190000
20,8,9,1,1659,3,5,4,3,2,278000
21,8,0,2,1970,3,4,5,3,3,281000
8,5,46,3,1152,1,4,4,2,2,180500
2,5,37,1,1302,1,1,2,1,1,119500
5,5,44,1,2372,1,1,4,2,1,107500
11,7,30,1,1664,1,3,4,2,2,162900
4,5,16,1,864,1,1,2,1,2,115000
8,5,38,3,1052,1,1,4,2,1,138500
8,5,45,2,1128,1,1,4,2,2,155000
4,6,0,4,1072,1,1,3,3,2,140000
4,10,0,4,5642,3,4,4,3,2,160000
8,5,16,1,1246,2,1,4,2,1,154000
13,7,10,1,1983,2,3,4,3,2,225000
16,6,59,1,1494,2,4,4,1,1,177500
22,8,12,1,2526,2,3,4,2,3,290000
18,7,1,3,1616,2,1,4,2,3,232000
4,7,2,1,1708,2,1,2,1,2,130000
21,9,2,1,1652,3,5,4,3,2,325000
21,7,0,1,1368,2,4,4,2,2,202500
15,5,14,1,990,1,1,2,1,2,138000
5,5,3,1,1122,2,1,4,1,2,147000
10,6,17,1,1294,2,1,4,2,2,179200
16,7,8,3,1902,3,3,4,3,2,335000
15,7,0,1,1274,2,1,4,2,2,203000
22,8,17,1,2810,2,5,4,2,2,302000
22,9,11,1,2599,2,3,5,3,3,333168
4,4,53,1,948,1,3,2,1,1,119000
8,6,39,2,2112,1,4,4,1,2,206900
15,8,1,4,1630,3,4,4,2,3,295493
18,7,0,1,1352,2,4,4,2,2,208900
15,8,4,4,1787,2,3,4,2,3,275000
4,4,53,1,948,1,1,4,1,1,111000
8,6,52,1,1478,1,4,4,2,2,156500
3,3,58,0,720,1,1,2,1,1,72500
22,7,18,1,1923,2,3,4,2,2,190000
3,4,59,1,708,0,1,0,0,0,82500
18,8,0,3,1795,2,4,4,2,3,147000
1,4,58,1,796,1,1,0,0,0,55000
4,3,1,1,774,2,1,0,0,0,79000
9,5,0,1,816,2,5,4,1,1,130500
5,6,58,1,2792,1,3,2,1,2,256000
13,7,8,1,1632,1,3,4,3,2,176500
18,8,1,3,1588,2,4,4,2,3,227000
15,5,30,3,954,1,1,2,1,2,132500
4,4,51,2,816,1,4,2,1,1,100000
1,5,11,1,1360,2,1,2,1,1,125500
2,5,39,1,1365,1,1,4,1,2,125000
11,6,32,1,1334,1,3,4,2,2,167900
11,5,35,1,1656,1,1,2,1,2,135000
5,4,56,1,693,0,1,0,0,0,52500
15,7,4,1,1861,2,1,5,2,2,200000
15,5,34,2,864,1,1,4,2,1,128500
8,4,36,1,872,1,1,2,1,4,123000
10,6,4,1,1114,2,1,2,1,2,155000
15,8,5,1,2169,2,4,4,2,2,228500
16,6,59,1,1913,1,3,2,1,2,177000
15,7,1,1,1456,2,3,4,3,2,155835
5,4,57,1,960,0,1,2,1,1,108500
11,7,3,1,2156,1,4,4,2,2,262500
19,8,0,4,1776,2,4,4,3,3,283463
10,7,9,4,1494,2,2,4,2,2,215000
5,8,21,1,2358,1,1,0,0,0,122000
8,5,40,1,2634,1,1,2,1,4,200000
8,6,46,1,1716,1,4,4,3,2,171000
3,6,9,1,1176,1,1,2,1,2,134900
22,8,14,3,3238,2,5,4,3,3,410000
15,7,8,1,1865,2,3,4,2,3,235000
11,7,14,1,1920,2,3,4,2,2,170000
8,5,42,1,892,1,1,4,2,1,110000
8,5,2,1,1078,1,2,4,3,2,149900
18,6,10,1,1573,2,1,2,1,2,177500
21,9,1,3,1980,3,4,4,3,3,315000
7,5,10,1,2601,1,1,5,2,2,189000
20,7,4,3,1530,2,4,4,3,2,260000
8,4,2,1,1738,1,4,4,1,1,104900
13,6,0,1,1412,2,4,5,3,2,156932
18,7,1,1,1200,2,1,2,2,2,144152
18,7,10,1,1674,2,1,4,2,2,216000
15,7,9,1,1790,2,1,4,2,2,193000
0,5,29,1,1475,1,3,4,2,1,127000
15,6,5,3,848,2,1,4,3,2,144000
15,8,7,3,1668,2,3,4,3,2,232000
5,4,59,1,1374,1,1,2,3,1,105000
8,6,12,3,1661,2,3,5,2,1,165500
15,7,8,3,2097,2,3,2,2,2,274300
22,10,5,4,2633,3,4,4,2,3,466500
18,7,3,1,1958,2,4,4,3,3,250000
19,8,0,4,1571,2,4,4,3,3,239000
7,6,58,2,790,1,1,2,1,1,91000
4,5,49,1,1604,1,1,2,1,2,117000
2,6,33,1,987,1,1,2,1,1,83000
19,5,1,1,1394,2,1,5,3,2,167500
4,3,60,1,864,1,1,2,1,1,58500
8,6,38,2,2117,1,4,4,3,2,237500
5,7,56,1,1762,2,1,2,1,2,157000
6,5,0,1,1416,2,1,4,1,2,112000
4,6,59,2,1258,1,1,2,1,1,105000
1,4,3,1,1154,2,1,2,1,1,125500
11,7,28,1,2784,2,3,4,2,2,250000
5,6,57,1,2526,2,4,2,1,1,136000
13,9,2,4,1746,3,4,4,3,3,377500
3,6,57,1,1218,1,4,2,1,2,131000
15,7,6,3,1525,2,1,4,2,2,235000
8,5,42,1,1584,1,1,2,1,3,124000
8,5,39,3,900,1,0,4,2,1,123000
5,6,8,1,1912,1,3,2,1,2,163000
14,7,0,3,1500,2,4,4,3,3,246578
19,8,1,4,2482,2,4,5,3,3,281213
19,5,60,3,1687,1,3,2,1,2,160000
3,5,3,2,1513,1,1,2,1,1,137500
8,5,27,1,1904,1,1,4,1,1,138000
7,6,19,1,1608,2,4,2,1,1,137450
3,6,58,1,1158,1,4,5,2,1,120000
13,6,4,1,1593,1,3,4,3,2,193000
15,7,0,3,1294,2,4,4,2,2,193879
18,8,0,4,1464,2,1,4,1,3,282922
5,3,56,1,1214,1,1,2,1,3,105000
16,8,3,4,1646,2,4,4,3,2,275000
15,5,2,3,768,1,1,2,1,2,133000
9,5,24,1,833,1,1,0,0,0,112000
5,4,60,1,1363,1,1,2,1,2,125500
11,7,17,1,2093,1,3,4,3,2,215000
15,7,8,1,1840,2,1,4,2,2,230000
8,6,4,1,1668,1,1,4,1,1,140000
8,4,59,0,1040,1,1,2,1,2,90000
10,8,3,1,1844,2,4,4,3,2,257000
3,6,8,1,1848,2,4,2,1,2,207000
14,7,2,1,1569,2,3,4,2,3,175900
5,4,60,1,2290,1,1,2,1,2,122500
22,8,11,2,2450,2,3,4,3,3,340000
8,5,45,1,1144,1,1,2,1,1,124000
16,6,37,3,1844,2,3,4,2,2,223000
11,6,38,1,1416,1,3,4,2,2,179900
12,6,33,1,1069,1,2,4,2,2,127500
15,6,5,3,848,2,1,4,3,2,136500
4,6,40,3,2201,2,4,4,1,2,274970
8,5,24,1,1344,1,3,2,1,1,144000
8,6,49,1,1252,2,1,2,1,2,142000
22,7,14,1,2127,2,3,4,2,2,271000
8,5,58,1,1558,1,3,4,1,1,140000
5,5,18,1,804,2,4,4,1,1,119000
11,6,26,1,1440,2,3,4,3,2,182900
13,5,1,3,1838,1,4,5,3,2,192140
12,6,33,1,958,1,1,4,2,2,143750
5,4,0,1,968,1,1,2,1,1,64500
13,6,8,1,1792,1,3,4,3,2,186500
9,5,29,1,1126,1,4,4,2,2,160000
8,6,3,1,1537,2,4,4,2,2,174000
8,4,36,1,864,1,1,2,1,2,120500
21,8,0,3,1932,3,4,4,3,3,394617
5,6,14,1,1236,1,1,4,1,2,149700
11,7,28,1,1725,1,3,4,2,2,197000
16,6,14,1,2555,1,4,2,3,2,191000
15,6,4,3,848,2,3,4,2,2,149300
18,10,1,3,2007,3,5,4,3,3,310000
3,6,59,1,952,0,4,2,1,1,121000
15,7,3,3,1422,2,1,4,2,2,179600
6,6,41,4,913,1,1,2,1,1,129000
9,5,48,1,1188,1,1,4,1,1,157900
15,8,11,1,2090,2,3,4,2,2,240000
4,4,7,1,1346,1,1,2,1,1,112000
0,5,36,3,630,3,1,0,0,0,92000
8,5,35,1,1792,1,1,0,0,0,136000
18,8,0,1,1578,3,4,4,3,3,287090
4,5,1,4,1072,1,1,3,3,2,145000
9,5,0,1,1140,1,1,0,0,0,84500
18,7,4,1,1221,2,1,4,2,2,185000
13,6,7,1,1647,1,3,4,2,2,175000
11,6,22,1,2073,1,3,4,1,2,210000
16,7,4,1,2340,2,4,4,2,1,266500
8,5,14,2,1078,2,1,4,1,1,142125
4,5,43,1,1256,1,1,4,3,1,147500
